序号,时间,地市,流量
28115,2018/1/18 10:00,B,1.706801505
28116,2018/1/18 11:00,B,1.776545184
28117,2018/1/18 12:00,B,2.009397726
28118,2018/1/18 13:00,B,1.863815921
28119,2018/1/18 14:00,B,1.749776175
28120,2018/1/18 15:00,B,1.832632227
28121,2018/1/18 16:00,B,1.885478165
28122,2018/1/18 17:00,B,1.885230112
28123,2018/1/18 18:00,B,1.96227059
28124,2018/1/18 19:00,B,2.078780872
28125,2018/1/18 20:00,B,2.171574185
28126,2018/1/18 21:00,B,2.181645071
28127,2018/1/18 22:00,B,1.992806384
28128,2018/1/18 23:00,B,1.493363696
28129,2018/1/19 00:00,B,0.892362015
28130,2018/1/19 01:00,B,0.563301501
28131,2018/1/19 02:00,B,0.375332611
28132,2018/1/19 03:00,B,0.241934216
28133,2018/1/19 04:00,B,0.200413419
28134,2018/1/19 05:00,B,0.261768344
28135,2018/1/19 06:00,B,0.479121082
28136,2018/1/19 07:00,B,0.892720453
28137,2018/1/19 08:00,B,1.254023401
28138,2018/1/19 09:00,B,1.481369373
28139,2018/1/19 10:00,B,1.702067984
28140,2018/1/19 11:00,B,1.811178275
28141,2018/1/19 12:00,B,2.030037357
28142,2018/1/19 13:00,B,1.872420389
28143,2018/1/19 14:00,B,1.811515985
28144,2018/1/19 15:00,B,1.900040213
28145,2018/1/19 16:00,B,1.983496979
28146,2018/1/19 17:00,B,1.942124582
28147,2018/1/19 18:00,B,2.06389234
28148,2018/1/19 19:00,B,2.173372955
28149,2018/1/19 20:00,B,2.267166534
28150,2018/1/19 21:00,B,2.185751596
28151,2018/1/19 22:00,B,1.971205457
28152,2018/1/19 23:00,B,1.537658679
28153,2018/1/20 00:00,B,0.997004114
28154,2018/1/20 01:00,B,0.606583188
28155,2018/1/20 02:00,B,0.388769342
28156,2018/1/20 03:00,B,0.280884946
28157,2018/1/20 04:00,B,0.236152023
28158,2018/1/20 05:00,B,0.286089471
28159,2018/1/20 06:00,B,0.475814944
28160,2018/1/20 07:00,B,0.901184885
28161,2018/1/20 08:00,B,1.305709341
28162,2018/1/20 09:00,B,1.581559137
28163,2018/1/20 10:00,B,1.789758069
28164,2018/1/20 11:00,B,1.858803824
28165,2018/1/20 12:00,B,2.024253836
28166,2018/1/20 13:00,B,1.904782877
28167,2018/1/20 14:00,B,1.905409741
28168,2018/1/20 15:00,B,1.922503784
28169,2018/1/20 16:00,B,1.940596152
28170,2018/1/20 17:00,B,1.894894766
28171,2018/1/20 18:00,B,2.000528891
28172,2018/1/20 19:00,B,2.176529095
28173,2018/1/20 20:00,B,2.309427414
28174,2018/1/20 21:00,B,2.191474936
28175,2018/1/20 22:00,B,1.9360535
28176,2018/1/20 23:00,B,1.539982773
28177,2018/1/21 00:00,B,1.013616537
28178,2018/1/21 01:00,B,0.619583231
28179,2018/1/21 02:00,B,0.40058613
28180,2018/1/21 03:00,B,0.281731348
28181,2018/1/21 04:00,B,0.232482269
28182,2018/1/21 05:00,B,0.262602774
28183,2018/1/21 06:00,B,0.443605957
28184,2018/1/21 07:00,B,0.829495056
28185,2018/1/21 08:00,B,1.233913528
28186,2018/1/21 09:00,B,1.55756012
28187,2018/1/21 10:00,B,1.788560797
28188,2018/1/21 11:00,B,1.888131012
28189,2018/1/21 12:00,B,2.011268283
28190,2018/1/21 13:00,B,1.959615677
28191,2018/1/21 14:00,B,1.945253387
28192,2018/1/21 15:00,B,1.946930609
28193,2018/1/21 16:00,B,1.93870141
28194,2018/1/21 17:00,B,1.905521274
28195,2018/1/21 18:00,B,2.009830325
28196,2018/1/21 19:00,B,2.152170901
28197,2018/1/21 20:00,B,2.190951389
28198,2018/1/21 21:00,B,2.184441006
28199,2018/1/21 22:00,B,1.970517365
28200,2018/1/21 23:00,B,1.476872296
28201,2018/1/22 00:00,B,0.932451917
28202,2018/1/22 01:00,B,0.565691473
28203,2018/1/22 02:00,B,0.378052368
28204,2018/1/22 03:00,B,0.259928528
28205,2018/1/22 04:00,B,0.217478714
28206,2018/1/22 05:00,B,0.253027042
28207,2018/1/22 06:00,B,0.473600601
28208,2018/1/22 07:00,B,0.86697554
28209,2018/1/22 08:00,B,1.235155093
28210,2018/1/22 09:00,B,1.502847623
28211,2018/1/22 10:00,B,1.69690751
28212,2018/1/22 11:00,B,1.802616165
28213,2018/1/22 12:00,B,2.012382452
28214,2018/1/22 13:00,B,1.868908371
28215,2018/1/22 14:00,B,1.86148591
28216,2018/1/22 15:00,B,1.924848135
28217,2018/1/22 16:00,B,1.964970059
28218,2018/1/22 17:00,B,1.89985946
28219,2018/1/22 18:00,B,1.953084299
28220,2018/1/22 19:00,B,2.106836453
28221,2018/1/22 20:00,B,2.181145172
28222,2018/1/22 21:00,B,2.206106464
28223,2018/1/22 22:00,B,1.986445615
28224,2018/1/22 23:00,B,1.491105823
28225,2018/1/23 00:00,B,0.955745166
28226,2018/1/23 01:00,B,0.57351301
28227,2018/1/23 02:00,B,0.367817188
28228,2018/1/23 03:00,B,0.270061432
28229,2018/1/23 04:00,B,0.226800165
28230,2018/1/23 05:00,B,0.273139133
28231,2018/1/23 06:00,B,0.475716098
28232,2018/1/23 07:00,B,0.863650693
28233,2018/1/23 08:00,B,1.228078952
28234,2018/1/23 09:00,B,1.544441351
28235,2018/1/23 10:00,B,1.797329922
28236,2018/1/23 11:00,B,1.827637805
28237,2018/1/23 12:00,B,2.010342542
28238,2018/1/23 13:00,B,1.862321246
28239,2018/1/23 14:00,B,1.823751999
28240,2018/1/23 15:00,B,1.872167899
28241,2018/1/23 16:00,B,1.937349948
28242,2018/1/23 17:00,B,1.90012395
28243,2018/1/23 18:00,B,1.978433667
28244,2018/1/23 19:00,B,2.172419284
28245,2018/1/23 20:00,B,2.303991721
28246,2018/1/23 21:00,B,2.341082755
28247,2018/1/23 22:00,B,2.105753793
28248,2018/1/23 23:00,B,1.572508746
28249,2018/1/24 00:00,B,0.992760901
28250,2018/1/24 01:00,B,0.596441101
28251,2018/1/24 02:00,B,0.391282932
28252,2018/1/24 03:00,B,0.261431219
28253,2018/1/24 04:00,B,0.220828186
28254,2018/1/24 05:00,B,0.263895651
28255,2018/1/24 06:00,B,0.472435599
28256,2018/1/24 07:00,B,0.895872278
28257,2018/1/24 08:00,B,1.287286591
28258,2018/1/24 09:00,B,1.556265424
28259,2018/1/24 10:00,B,1.778811703
28260,2018/1/24 11:00,B,1.844001022
28261,2018/1/24 12:00,B,2.02967999
28262,2018/1/24 13:00,B,1.927976306
28263,2018/1/24 14:00,B,1.876066568
28264,2018/1/24 15:00,B,1.924909521
28265,2018/1/24 16:00,B,1.971235214
28266,2018/1/24 17:00,B,1.938189789
28267,2018/1/24 18:00,B,2.021512408
28268,2018/1/24 19:00,B,2.251983475
28269,2018/1/24 20:00,B,2.358904105
28270,2018/1/24 21:00,B,2.349253732
28271,2018/1/24 22:00,B,2.108041046
28272,2018/1/24 23:00,B,1.53737814
28273,2018/1/25 00:00,B,0.980018021
28274,2018/1/25 01:00,B,0.227970734
28275,2018/1/25 02:00,B,0.054034277
28276,2018/1/25 03:00,B,0.039263211
28277,2018/1/25 04:00,B,0.087648627
28278,2018/1/25 05:00,B,0.281493616
28279,2018/1/25 06:00,B,0.497850577
28280,2018/1/25 07:00,B,0.936935205
28281,2018/1/25 08:00,B,1.301738431
28282,2018/1/25 09:00,B,1.644024393
28283,2018/1/25 10:00,B,1.885132944
28284,2018/1/25 11:00,B,1.931113004
28285,2018/1/25 12:00,B,2.205435699
28286,2018/1/25 13:00,B,2.096493796
28287,2018/1/25 14:00,B,2.005849835
28288,2018/1/25 15:00,B,2.071420514
28289,2018/1/25 16:00,B,2.080747302
28290,2018/1/25 17:00,B,2.003549152
28291,2018/1/25 18:00,B,2.097278421
28292,2018/1/25 19:00,B,2.292054074
28293,2018/1/25 20:00,B,2.382330582
28294,2018/1/25 21:00,B,2.436737152
28295,2018/1/25 22:00,B,2.214429034
28296,2018/1/25 23:00,B,1.280112762
28297,2018/1/26 00:00,B,0.835922809
28298,2018/1/26 01:00,B,0.475622568
28299,2018/1/26 02:00,B,0.320784631
28300,2018/1/26 03:00,B,0.228284369
28301,2018/1/26 04:00,B,0.195272708
28302,2018/1/26 05:00,B,0.249470569
28303,2018/1/26 06:00,B,0.51425372
28304,2018/1/26 07:00,B,0.985740292
28305,2018/1/26 08:00,B,1.35137977
28306,2018/1/26 09:00,B,1.642372687
28307,2018/1/26 10:00,B,1.846593228
28308,2018/1/26 11:00,B,1.929028122
28309,2018/1/26 12:00,B,2.085617236
28310,2018/1/26 13:00,B,1.982541312
28311,2018/1/26 14:00,B,1.947370279
28312,2018/1/26 15:00,B,2.038962891
28313,2018/1/26 16:00,B,2.091926886
28314,2018/1/26 17:00,B,2.059375275
28315,2018/1/26 18:00,B,2.123315851
28316,2018/1/26 19:00,B,2.313259579
28317,2018/1/26 20:00,B,2.480531775
28318,2018/1/26 21:00,B,2.416899484
28319,2018/1/26 22:00,B,2.125048804
28320,2018/1/26 23:00,B,1.613044946
28321,2018/1/27 00:00,B,1.033429587
28322,2018/1/27 01:00,B,0.647326599
28323,2018/1/27 02:00,B,0.425170538
28324,2018/1/27 03:00,B,0.308813342
28325,2018/1/27 04:00,B,0.252549347
28326,2018/1/27 05:00,B,0.28197782
28327,2018/1/27 06:00,B,0.482256799
28328,2018/1/27 07:00,B,0.913664908
28329,2018/1/27 08:00,B,1.335146219
28330,2018/1/27 09:00,B,1.700580814
28331,2018/1/27 10:00,B,1.937431955
28332,2018/1/27 11:00,B,2.01868302
28333,2018/1/27 12:00,B,2.165546521
28334,2018/1/27 13:00,B,2.067924673
28335,2018/1/27 14:00,B,2.110084747
28336,2018/1/27 15:00,B,2.168071811
28337,2018/1/27 16:00,B,2.181489685
28338,2018/1/27 17:00,B,2.104632022
28339,2018/1/27 18:00,B,2.223352457
28340,2018/1/27 19:00,B,2.466495215
28341,2018/1/27 20:00,B,2.572787674
28342,2018/1/27 21:00,B,2.536187982
28343,2018/1/27 22:00,B,2.232524417
28344,2018/1/27 23:00,B,1.686169165
28345,2018/1/28 00:00,B,1.101423721
28346,2018/1/28 01:00,B,0.688816882
28347,2018/1/28 02:00,B,0.447271091
28348,2018/1/28 03:00,B,0.31553566
28349,2018/1/28 04:00,B,0.258485654
28350,2018/1/28 05:00,B,0.288726083
28351,2018/1/28 06:00,B,0.481004752
28352,2018/1/28 07:00,B,0.935536411
28353,2018/1/28 08:00,B,1.354483578
28354,2018/1/28 09:00,B,1.670445538
28355,2018/1/28 10:00,B,1.886265851
28356,2018/1/28 11:00,B,1.967567856
28357,2018/1/28 12:00,B,2.057389621
28358,2018/1/28 13:00,B,2.038645163
28359,2018/1/28 14:00,B,2.031242703
28360,2018/1/28 15:00,B,2.059902374
28361,2018/1/28 16:00,B,2.051637274
28362,2018/1/28 17:00,B,1.980806125
28363,2018/1/28 18:00,B,2.081856223
28364,2018/1/28 19:00,B,2.336526227
28365,2018/1/28 20:00,B,2.440095465
28366,2018/1/28 21:00,B,2.39437872
28367,2018/1/28 22:00,B,2.133421811
28368,2018/1/28 23:00,B,1.577295941
28369,2018/1/29 00:00,B,1.009972318
28370,2018/1/29 01:00,B,0.67930386
28371,2018/1/29 02:00,B,0.430637589
28372,2018/1/29 03:00,B,0.300680234
28373,2018/1/29 04:00,B,0.253072745
28374,2018/1/29 05:00,B,0.303668884
28375,2018/1/29 06:00,B,0.568077371
28376,2018/1/29 07:00,B,1.09813717
28377,2018/1/29 08:00,B,1.55905885
28378,2018/1/29 09:00,B,1.867604608
28379,2018/1/29 10:00,B,2.021085617
28380,2018/1/29 11:00,B,2.078982162
28381,2018/1/29 12:00,B,2.288127472
28382,2018/1/29 13:00,B,2.133040677
28383,2018/1/29 14:00,B,1.984122031
28384,2018/1/29 15:00,B,2.087537277
28385,2018/1/29 16:00,B,2.119610764
28386,2018/1/29 17:00,B,2.075093939
28387,2018/1/29 18:00,B,2.167074332
28388,2018/1/29 19:00,B,2.355064795
28389,2018/1/29 20:00,B,2.502540051
28390,2018/1/29 21:00,B,2.493695801
28391,2018/1/29 22:00,B,2.2357457
28392,2018/1/29 23:00,B,1.590399139
28393,2018/1/30 00:00,B,1.004203271
28394,2018/1/30 01:00,B,0.613914417
28395,2018/1/30 02:00,B,0.34972738
28396,2018/1/30 03:00,B,0.27006738
28397,2018/1/30 04:00,B,0.226628653
28398,2018/1/30 05:00,B,0.254964114
28399,2018/1/30 06:00,B,0.460159683
28400,2018/1/30 07:00,B,0.900677386
28401,2018/1/30 08:00,B,1.237323621
28402,2018/1/30 09:00,B,1.522671912
28403,2018/1/30 10:00,B,1.738945572
28404,2018/1/30 11:00,B,1.790267044
28405,2018/1/30 12:00,B,2.00615351
28406,2018/1/30 13:00,B,1.931013959
28407,2018/1/30 14:00,B,1.922930499
28408,2018/1/30 15:00,B,2.03196105
28409,2018/1/30 16:00,B,2.013729437
28410,2018/1/30 17:00,B,1.95145531
28411,2018/1/30 18:00,B,2.013775165
28412,2018/1/30 19:00,B,2.210373236
28413,2018/1/30 20:00,B,2.372267056
28414,2018/1/30 21:00,B,2.417446664
28415,2018/1/30 22:00,B,2.154357352
28416,2018/1/30 23:00,B,1.558040833
28417,2018/1/31 00:00,B,0.991930588
28418,2018/1/31 01:00,B,0.604478745
28419,2018/1/31 02:00,B,0.393893811
28420,2018/1/31 03:00,B,0.283650873
28421,2018/1/31 04:00,B,0.245294937
28422,2018/1/31 05:00,B,0.29384516
28423,2018/1/31 06:00,B,0.533920151
28424,2018/1/31 07:00,B,0.965375922
28425,2018/1/31 08:00,B,1.340575754
28426,2018/1/31 09:00,B,1.655732471
28427,2018/1/31 10:00,B,1.89609873
28428,2018/1/31 11:00,B,1.973522897
28429,2018/1/31 12:00,B,2.141730203
28430,2018/1/31 13:00,B,2.079739246
28431,2018/1/31 14:00,B,2.039055362
28432,2018/1/31 15:00,B,2.078237082
28433,2018/1/31 16:00,B,2.121912933
28434,2018/1/31 17:00,B,2.086923187
28435,2018/1/31 18:00,B,2.232288809
28436,2018/1/31 19:00,B,2.488186176
28437,2018/1/31 20:00,B,2.709729602
28438,2018/1/31 21:00,B,2.745183002
28439,2018/1/31 22:00,B,2.557325842
28440,2018/1/31 23:00,B,1.975920166
28441,2018/2/1 00:00,B,0.297274722
28442,2018/2/1 01:00,B,0.578948376
28443,2018/2/1 02:00,B,0.376267914
28444,2018/2/1 03:00,B,0.08565752
28445,2018/2/1 04:00,B,0.230886139
28446,2018/2/1 05:00,B,0.255762643
28447,2018/2/1 06:00,B,0.447456796
28448,2018/2/1 07:00,B,0.92764314
28449,2018/2/1 08:00,B,1.194564978
28450,2018/2/1 09:00,B,1.430256015
28451,2018/2/1 10:00,B,1.670029074
28452,2018/2/1 11:00,B,1.681905832
28453,2018/2/1 12:00,B,1.785091672
28454,2018/2/1 13:00,B,1.745356259
28455,2018/2/1 14:00,B,1.65770925
28456,2018/2/1 15:00,B,1.7589875
28457,2018/2/1 16:00,B,1.78761308
28458,2018/2/1 17:00,B,1.770357751
28459,2018/2/1 18:00,B,1.823801205
28460,2018/2/1 19:00,B,2.006020728
28461,2018/2/1 20:00,B,2.100201956
28462,2018/2/1 21:00,B,2.03443317
28463,2018/2/1 22:00,B,1.842661636
28464,2018/2/1 23:00,B,1.372102386
28465,2018/2/2 00:00,B,0.901477908
28466,2018/2/2 01:00,B,0.554313226
28467,2018/2/2 02:00,B,0.387720535
28468,2018/2/2 03:00,B,0.286158145
28469,2018/2/2 04:00,B,0.218997211
28470,2018/2/2 05:00,B,0.248953308
28471,2018/2/2 06:00,B,0.448017355
28472,2018/2/2 07:00,B,0.926482986
28473,2018/2/2 08:00,B,1.302887195
28474,2018/2/2 09:00,B,1.576069818
28475,2018/2/2 10:00,B,1.832715546
28476,2018/2/2 11:00,B,1.862335532
28477,2018/2/2 12:00,B,2.105785342
28478,2018/2/2 13:00,B,2.07101683
28479,2018/2/2 14:00,B,2.020172928
28480,2018/2/2 15:00,B,2.097653516
28481,2018/2/2 16:00,B,2.070585165
28482,2018/2/2 17:00,B,2.03267254
28483,2018/2/2 18:00,B,2.070290854
28484,2018/2/2 19:00,B,2.275216315
28485,2018/2/2 20:00,B,2.442349329
28486,2018/2/2 21:00,B,2.379845929
28487,2018/2/2 22:00,B,2.153091229
28488,2018/2/2 23:00,B,1.650701767
28489,2018/2/3 00:00,B,1.070532892
28490,2018/2/3 01:00,B,0.672159683
28491,2018/2/3 02:00,B,0.452253732
28492,2018/2/3 03:00,B,0.325134311
28493,2018/2/3 04:00,B,0.269114209
28494,2018/2/3 05:00,B,0.309135703
28495,2018/2/3 06:00,B,0.517414212
28496,2018/2/3 07:00,B,1.001257922
28497,2018/2/3 08:00,B,1.430164047
28498,2018/2/3 09:00,B,1.751212671
28499,2018/2/3 10:00,B,1.90071835
28500,2018/2/3 11:00,B,2.094234613
28501,2018/2/3 12:00,B,2.156817441
28502,2018/2/3 13:00,B,2.124057922
28503,2018/2/3 14:00,B,2.102906931
28504,2018/2/3 15:00,B,2.125221011
28505,2018/2/3 16:00,B,2.109780667
28506,2018/2/3 17:00,B,2.059091742
28507,2018/2/3 18:00,B,1.88613728
28508,2018/2/3 19:00,B,2.383684198
28509,2018/2/3 20:00,B,2.537941281
28510,2018/2/3 21:00,B,2.462060779
28511,2018/2/3 22:00,B,2.153763901
28512,2018/2/3 23:00,B,1.658513376
28513,2018/2/4 00:00,B,1.098330991
28514,2018/2/4 01:00,B,0.678292392
28515,2018/2/4 02:00,B,0.443328751
28516,2018/2/4 03:00,B,0.312151431
28517,2018/2/4 04:00,B,0.267271805
28518,2018/2/4 05:00,B,0.302344962
28519,2018/2/4 06:00,B,0.512837924
28520,2018/2/4 07:00,B,1.018877457
28521,2018/2/4 08:00,B,1.404442728
28522,2018/2/4 09:00,B,1.720166977
28523,2018/2/4 10:00,B,1.970495987
28524,2018/2/4 11:00,B,2.032714676
28525,2018/2/4 12:00,B,2.112698425
28526,2018/2/4 13:00,B,2.117388043
28527,2018/2/4 14:00,B,2.145177939
28528,2018/2/4 15:00,B,2.188882706
28529,2018/2/4 16:00,B,2.148309879
28530,2018/2/4 17:00,B,2.075141202
28531,2018/2/4 18:00,B,2.154476239
28532,2018/2/4 19:00,B,2.402513
28533,2018/2/4 20:00,B,2.576735303
28534,2018/2/4 21:00,B,2.518861411
28535,2018/2/4 22:00,B,2.182377814
28536,2018/2/4 23:00,B,1.626593018
28537,2018/2/5 00:00,B,1.067028775
28538,2018/2/5 01:00,B,0.675421494
28539,2018/2/5 02:00,B,0.441712918
28540,2018/2/5 03:00,B,0.322391605
28541,2018/2/5 04:00,B,0.277646277
28542,2018/2/5 05:00,B,0.306193979
28543,2018/2/5 06:00,B,0.536211258
28544,2018/2/5 07:00,B,1.046108838
28545,2018/2/5 08:00,B,1.427311044
28546,2018/2/5 09:00,B,1.724291193
28547,2018/2/5 10:00,B,1.934014398
28548,2018/2/5 11:00,B,2.000249271
28549,2018/2/5 12:00,B,2.158314774
28550,2018/2/5 13:00,B,2.12604733
28551,2018/2/5 14:00,B,2.114645639
28552,2018/2/5 15:00,B,2.189550705
28553,2018/2/5 16:00,B,2.178707983
28554,2018/2/5 17:00,B,2.174611929
28555,2018/2/5 18:00,B,2.194428745
28556,2018/2/5 19:00,B,2.46424686
28557,2018/2/5 20:00,B,2.683264084
28558,2018/2/5 21:00,B,2.58735379
28559,2018/2/5 22:00,B,2.280929373
28560,2018/2/5 23:00,B,1.698188419
28561,2018/2/6 00:00,B,1.113864594
28562,2018/2/6 01:00,B,0.705693277
28563,2018/2/6 02:00,B,0.461860876
28564,2018/2/6 03:00,B,0.341434296
28565,2018/2/6 04:00,B,0.2840854
28566,2018/2/6 05:00,B,0.324842581
28567,2018/2/6 06:00,B,0.544574091
28568,2018/2/6 07:00,B,1.084504126
28569,2018/2/6 08:00,B,1.519912366
28570,2018/2/6 09:00,B,1.874225897
28571,2018/2/6 10:00,B,2.105353372
28572,2018/2/6 11:00,B,2.196362964
28573,2018/2/6 12:00,B,2.331859915
28574,2018/2/6 13:00,B,2.276125131
28575,2018/2/6 14:00,B,2.247469055
28576,2018/2/6 15:00,B,2.287304568
28577,2018/2/6 16:00,B,2.292936169
28578,2018/2/6 17:00,B,2.257155756
28579,2018/2/6 18:00,B,2.303738019
28580,2018/2/6 19:00,B,2.566641879
28581,2018/2/6 20:00,B,2.746230234
28582,2018/2/6 21:00,B,2.675945505
28583,2018/2/6 22:00,B,2.377332672
28584,2018/2/6 23:00,B,1.747673413
28585,2018/2/7 00:00,B,1.106202054
28586,2018/2/7 01:00,B,0.685066266
28587,2018/2/7 02:00,B,0.45643952
28588,2018/2/7 03:00,B,0.345909384
28589,2018/2/7 04:00,B,0.290711316
28590,2018/2/7 05:00,B,0.340489798
28591,2018/2/7 06:00,B,0.599847751
28592,2018/2/7 07:00,B,1.132354449
28593,2018/2/7 08:00,B,1.590524069
28594,2018/2/7 09:00,B,1.926986057
28595,2018/2/7 10:00,B,2.168090305
28596,2018/2/7 11:00,B,2.250460843
28597,2018/2/7 12:00,B,2.423190964
28598,2018/2/7 13:00,B,2.384341629
28599,2018/2/7 14:00,B,2.26996814
28600,2018/2/7 15:00,B,2.36181517
28601,2018/2/7 16:00,B,2.379916245
28602,2018/2/7 17:00,B,2.328596817
28603,2018/2/7 18:00,B,2.39914205
28604,2018/2/7 19:00,B,2.625013504
28605,2018/2/7 20:00,B,2.76134386
28606,2018/2/7 21:00,B,2.73358475
28607,2018/2/7 22:00,B,2.408641437
28608,2018/2/7 23:00,B,1.752616449
28609,2018/2/8 00:00,B,1.155430841
28610,2018/2/8 01:00,B,0.728702817
28611,2018/2/8 02:00,B,0.487664273
28612,2018/2/8 03:00,B,0.353296631
28613,2018/2/8 04:00,B,0.294075317
28614,2018/2/8 05:00,B,0.349840347
28615,2018/2/8 06:00,B,0.618406821
28616,2018/2/8 07:00,B,1.200034827
28617,2018/2/8 08:00,B,1.709723712
28618,2018/2/8 09:00,B,2.071814157
28619,2018/2/8 10:00,B,2.337028711
28620,2018/2/8 11:00,B,2.332541327
28621,2018/2/8 12:00,B,2.475894354
28622,2018/2/8 13:00,B,2.401618533
28623,2018/2/8 14:00,B,2.391856494
28624,2018/2/8 15:00,B,2.446631943
28625,2018/2/8 16:00,B,2.425811996
28626,2018/2/8 17:00,B,2.416080869
28627,2018/2/8 18:00,B,2.449163388
28628,2018/2/8 19:00,B,2.748301126
28629,2018/2/8 20:00,B,2.872106387
28630,2018/2/8 21:00,B,2.807015567
28631,2018/2/8 22:00,B,2.506229977
28632,2018/2/8 23:00,B,1.853947247
28633,2018/2/9 00:00,B,1.225223804
28634,2018/2/9 01:00,B,0.750607819
28635,2018/2/9 02:00,B,0.494749872
28636,2018/2/9 03:00,B,0.386309726
28637,2018/2/9 04:00,B,0.317413678
28638,2018/2/9 05:00,B,0.378281552
28639,2018/2/9 06:00,B,0.655832761
28640,2018/2/9 07:00,B,1.272829852
28641,2018/2/9 08:00,B,1.731370132
28642,2018/2/9 09:00,B,2.067212964
28643,2018/2/9 10:00,B,2.427530817
28644,2018/2/9 11:00,B,2.538571936
28645,2018/2/9 12:00,B,2.633005167
28646,2018/2/9 13:00,B,2.484532852
28647,2018/2/9 14:00,B,2.579153519
28648,2018/2/9 15:00,B,2.606317264
28649,2018/2/9 16:00,B,2.611351068
28650,2018/2/9 17:00,B,2.531565756
28651,2018/2/9 18:00,B,2.549984335
28652,2018/2/9 19:00,B,2.801984058
28653,2018/2/9 20:00,B,2.996974304
28654,2018/2/9 21:00,B,2.933360446
28655,2018/2/9 22:00,B,2.603234503
28656,2018/2/9 23:00,B,1.989182608
28657,2018/2/10 00:00,B,1.301783105
28658,2018/2/10 01:00,B,0.806031171
28659,2018/2/10 02:00,B,0.528334644
28660,2018/2/10 03:00,B,0.381622296
28661,2018/2/10 04:00,B,0.335977094
28662,2018/2/10 05:00,B,0.384713095
28663,2018/2/10 06:00,B,0.653642538
28664,2018/2/10 07:00,B,1.286478152
28665,2018/2/10 08:00,B,1.769655188
28666,2018/2/10 09:00,B,2.162317218
28667,2018/2/10 10:00,B,2.431247903
28668,2018/2/10 11:00,B,2.471196921
28669,2018/2/10 12:00,B,2.508476422
28670,2018/2/10 13:00,B,2.512257101
28671,2018/2/10 14:00,B,2.392396475
28672,2018/2/10 15:00,B,2.557524075
28673,2018/2/10 16:00,B,2.551444464
28674,2018/2/10 17:00,B,2.497521744
28675,2018/2/10 18:00,B,2.521477478
28676,2018/2/10 19:00,B,2.777869431
28677,2018/2/10 20:00,B,3.060044855
28678,2018/2/10 21:00,B,2.970379367
28679,2018/2/10 22:00,B,2.650605618
28680,2018/2/10 23:00,B,2.02304314
28681,2018/2/11 00:00,B,1.326735001
28682,2018/2/11 01:00,B,0.815518469
28683,2018/2/11 02:00,B,0.523236148
28684,2018/2/11 03:00,B,0.400075327
28685,2018/2/11 04:00,B,0.338280801
28686,2018/2/11 05:00,B,0.391800253
28687,2018/2/11 06:00,B,0.688371426
28688,2018/2/11 07:00,B,1.358442081
28689,2018/2/11 08:00,B,1.815782053
28690,2018/2/11 09:00,B,2.170689478
28691,2018/2/11 10:00,B,2.44634729
28692,2018/2/11 11:00,B,2.613698636
28693,2018/2/11 12:00,B,2.664875388
28694,2018/2/11 13:00,B,2.748353897
28695,2018/2/11 14:00,B,2.715272931
28696,2018/2/11 15:00,B,2.747791354
28697,2018/2/11 16:00,B,2.778501266
28698,2018/2/11 17:00,B,2.686056552
28699,2018/2/11 18:00,B,2.652926212
28700,2018/2/11 19:00,B,2.996621262
28701,2018/2/11 20:00,B,3.239495178
28702,2018/2/11 21:00,B,3.149911084
28703,2018/2/11 22:00,B,2.709558676
28704,2018/2/11 23:00,B,2.071481262
28705,2018/2/12 00:00,B,1.319171503
28706,2018/2/12 01:00,B,0.814505609
28707,2018/2/12 02:00,B,0.529643344
28708,2018/2/12 03:00,B,0.388636566
28709,2018/2/12 04:00,B,0.350557648
28710,2018/2/12 05:00,B,0.392316586
28711,2018/2/12 06:00,B,
28712,2018/2/12 07:00,B,1.252395145
28713,2018/2/12 08:00,B,1.80119238
28714,2018/2/12 09:00,B,2.393413925
28715,2018/2/12 10:00,B,2.614656592
28716,2018/2/12 11:00,B,2.693039594
28717,2018/2/12 12:00,B,2.754383505
28718,2018/2/12 13:00,B,2.751172885
28719,2018/2/12 14:00,B,2.770130093
28720,2018/2/12 15:00,B,2.826669977
28721,2018/2/12 16:00,B,2.794049063
28722,2018/2/12 17:00,B,2.755359485
28723,2018/2/12 18:00,B,2.721267908
28724,2018/2/12 19:00,B,3.037290009
28725,2018/2/12 20:00,B,3.013640134
28726,2018/2/12 21:00,B,3.307003308
28727,2018/2/12 22:00,B,2.857459396
28728,2018/2/12 23:00,B,2.180120468
28729,2018/2/13 00:00,B,1.435718527
28730,2018/2/13 01:00,B,0.895027222
28731,2018/2/13 02:00,B,0.581532785
28732,2018/2/13 03:00,B,0.413814319
28733,2018/2/13 04:00,B,0.3625069
28734,2018/2/13 05:00,B,0.421597684
28735,2018/2/13 06:00,B,0.754195041
28736,2018/2/13 07:00,B,1.485476019
28737,2018/2/13 08:00,B,2.004600076
28738,2018/2/13 09:00,B,2.362197144
28739,2018/2/13 10:00,B,2.652346066
28740,2018/2/13 11:00,B,2.830418921
28741,2018/2/13 12:00,B,2.876227982
28742,2018/2/13 13:00,B,2.943659485
28743,2018/2/13 14:00,B,2.939826749
28744,2018/2/13 15:00,B,2.909813132
28745,2018/2/13 16:00,B,2.945520764
28746,2018/2/13 17:00,B,2.863911264
28747,2018/2/13 18:00,B,2.863848355
28748,2018/2/13 19:00,B,3.143145004
28749,2018/2/13 20:00,B,3.495260184
28750,2018/2/13 21:00,B,3.493440198
